2025-04-26 14:41:25.495 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677E500>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: did you hear about the injuries she sustained . | Trigger: ['injuries']
2025-04-26 14:41:32.316 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB3430>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: chien was convicted of receiving a stereo set worth 27 million dong-lrb-us $ 1 , 750-rrb-from nam cam's family and sentenced to six years in jail . | Trigger: ['convicted', 'sentenced']
2025-04-26 14:41:32.320 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB1DB0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: convicted oklahoma city bombing conspirator terry nichols will stand trial again on state murder charges . | Trigger: ['convicted', 'trial', 'charges']
2025-04-26 14:41:32.323 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB02E0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: criminal trials / peterson scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['guilty']
2025-04-26 14:41:32.326 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB16C0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: in last year's trial , the paper was convicted of defaming the government for publishing that trains running to and from southern sudan were used to transport abducted women and children . | Trigger: ['convicted', 'trial', 'transport']
2025-04-26 14:41:32.327 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 0 cannot extract event list after 3 attempts. | Text: peterson trial scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['murdering', 'guilty', 'faces']
2025-04-26 14:41:32.329 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 4 cannot extract event list after 3 attempts. | Text: chien was convicted of receiving a stereo set worth 27 million dong-lrb-us $ 1 , 750-rrb-from nam cam's family and sentenced to six years in jail . | Trigger: ['convicted', 'sentenced']
2025-04-26 14:41:32.330 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 1 cannot extract event list after 3 attempts. | Text: convicted oklahoma city bombing conspirator terry nichols will stand trial again on state murder charges . | Trigger: ['convicted', 'trial', 'charges']
2025-04-26 14:41:32.331 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 2 cannot extract event list after 3 attempts. | Text: criminal trials / peterson scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['guilty']
2025-04-26 14:41:32.334 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 3 cannot extract event list after 3 attempts. | Text: in last year's trial , the paper was convicted of defaming the government for publishing that trains running to and from southern sudan were used to transport abducted women and children . | Trigger: ['convicted', 'trial', 'transport']
2025-04-26 14:41:32.340 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB3D30>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: former danish international stig toefting dropped his appeal of an assault conviction and will serve a four-month jail sentence , denmark's tv2 reported monday . | Trigger: ['sentence', 'assault', 'appeal', 'conviction']
2025-04-26 14:41:32.343 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B18070>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: on monday , anwar completed his sentence for a separate conviction on corruption charges , after the six-year sentence was reduced by one-third for good behavior . | Trigger: ['sentence', 'conviction']
2025-04-26 14:41:32.346 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B1AC20>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: convicted oklahoma city bombing conspirator terry nichols will stand trial again on state murder charges . | Trigger: ['convicted', 'trial', 'charges']
2025-04-26 14:41:32.351 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB0A00>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: today the 1st court of appeals overturned the convictions and ordered a new trial . | Trigger: ['convictions', 'trial']
2025-04-26 14:41:32.352 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B1A8C0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: do you think he is guilty of the crimes he's been convicted of ? | Trigger: ['convicted']
2025-04-26 14:41:32.357 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B1BC40>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: former danish international stig toefting dropped his appeal of an assault conviction and will serve a four-month jail sentence , denmark's tv2 reported monday . | Trigger: ['sentence', 'assault', 'appeal', 'conviction']
2025-04-26 14:41:32.361 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B19690>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: on monday , anwar completed his sentence for a separate conviction on corruption charges , after the six-year sentence was reduced by one-third for good behavior . | Trigger: ['sentence', 'conviction']
2025-04-26 14:41:32.365 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B184C0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: convicted oklahoma city bombing conspirator terry nichols will stand trial again on state murder charges . | Trigger: ['convicted', 'trial', 'charges']
2025-04-26 14:41:32.368 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A4070>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: today the 1st court of appeals overturned the convictions and ordered a new trial . | Trigger: ['convictions', 'trial']
2025-04-26 14:41:32.372 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A4940>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: do you think he is guilty of the crimes he's been convicted of ? | Trigger: ['convicted']
2025-04-26 14:41:32.379 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A5210>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: former danish international stig toefting dropped his appeal of an assault conviction and will serve a four-month jail sentence , denmark's tv2 reported monday . | Trigger: ['sentence', 'assault', 'appeal', 'conviction']
2025-04-26 14:41:32.382 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A5AE0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: on monday , anwar completed his sentence for a separate conviction on corruption charges , after the six-year sentence was reduced by one-third for good behavior . | Trigger: ['sentence', 'conviction']
2025-04-26 14:41:32.387 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A63E0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: convicted oklahoma city bombing conspirator terry nichols will stand trial again on state murder charges . | Trigger: ['convicted', 'trial', 'charges']
2025-04-26 14:41:32.389 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A6C80>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: today the 1st court of appeals overturned the convictions and ordered a new trial . | Trigger: ['convictions', 'trial']
2025-04-26 14:41:32.395 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A75B0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: do you think he is guilty of the crimes he's been convicted of ? | Trigger: ['convicted']
2025-04-26 14:41:32.397 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 0 cannot extract event list after 3 attempts. | Text: former danish international stig toefting dropped his appeal of an assault conviction and will serve a four-month jail sentence , denmark's tv2 reported monday . | Trigger: ['sentence', 'assault', 'appeal', 'conviction']
2025-04-26 14:41:32.398 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 4 cannot extract event list after 3 attempts. | Text: on monday , anwar completed his sentence for a separate conviction on corruption charges , after the six-year sentence was reduced by one-third for good behavior . | Trigger: ['sentence', 'conviction']
2025-04-26 14:41:32.401 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 1 cannot extract event list after 3 attempts. | Text: convicted oklahoma city bombing conspirator terry nichols will stand trial again on state murder charges . | Trigger: ['convicted', 'trial', 'charges']
2025-04-26 14:41:32.402 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 2 cannot extract event list after 3 attempts. | Text: today the 1st court of appeals overturned the convictions and ordered a new trial . | Trigger: ['convictions', 'trial']
2025-04-26 14:41:32.405 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 3 cannot extract event list after 3 attempts. | Text: do you think he is guilty of the crimes he's been convicted of ? | Trigger: ['convicted']
2025-04-26 14:41:32.409 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A7BE0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the suit claims iraqi officials provided money and training to convicted bomber timothy mcveigh and conspirator terry nichols . | Trigger: ['suit', 'provided money', 'convicted']
2025-04-26 14:41:32.417 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A7370>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: we are told he pled guilty to conspiracy to provide material support to terrorists and actually providing material support | Trigger: ['pled guilty']
2025-04-26 14:41:32.421 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A6AA0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: i look forward to vang's conviction and i pray for the families of the victims . | Trigger: ['conviction']
2025-04-26 14:41:32.425 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A6050>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: peterson trial scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['murdering', 'guilty', 'faces']
2025-04-26 14:41:32.430 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A4D30>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: after killing her , he dumped her body down the same ditch where he dumped the 17-year-old girl he had previously been convicted of murdering . | Trigger: ['killing', 'murdering', 'convicted']
2025-04-26 14:41:32.435 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A46A0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the suit claims iraqi officials provided money and training to convicted bomber timothy mcveigh and conspirator terry nichols . | Trigger: ['suit', 'provided money', 'convicted']
2025-04-26 14:41:32.439 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A5330>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: we are told he pled guilty to conspiracy to provide material support to terrorists and actually providing material support | Trigger: ['pled guilty']
2025-04-26 14:41:32.443 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B19ED0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: i look forward to vang's conviction and i pray for the families of the victims . | Trigger: ['conviction']
2025-04-26 14:41:32.446 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B1B670>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: peterson trial scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['murdering', 'guilty', 'faces']
2025-04-26 14:41:32.450 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B1A1D0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: after killing her , he dumped her body down the same ditch where he dumped the 17-year-old girl he had previously been convicted of murdering . | Trigger: ['killing', 'murdering', 'convicted']
2025-04-26 14:41:32.453 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B186A0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the suit claims iraqi officials provided money and training to convicted bomber timothy mcveigh and conspirator terry nichols . | Trigger: ['suit', 'provided money', 'convicted']
2025-04-26 14:41:32.456 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A71F0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: we are told he pled guilty to conspiracy to provide material support to terrorists and actually providing material support | Trigger: ['pled guilty']
2025-04-26 14:41:32.459 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B19C60>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: i look forward to vang's conviction and i pray for the families of the victims . | Trigger: ['conviction']
2025-04-26 14:41:32.462 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B1A2C0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: peterson trial scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['murdering', 'guilty', 'faces']
2025-04-26 14:41:32.467 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B19030>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: after killing her , he dumped her body down the same ditch where he dumped the 17-year-old girl he had previously been convicted of murdering . | Trigger: ['killing', 'murdering', 'convicted']
2025-04-26 14:41:32.468 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 0 cannot extract event list after 3 attempts. | Text: the suit claims iraqi officials provided money and training to convicted bomber timothy mcveigh and conspirator terry nichols . | Trigger: ['suit', 'provided money', 'convicted']
2025-04-26 14:41:32.469 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 4 cannot extract event list after 3 attempts. | Text: we are told he pled guilty to conspiracy to provide material support to terrorists and actually providing material support | Trigger: ['pled guilty']
2025-04-26 14:41:32.471 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 1 cannot extract event list after 3 attempts. | Text: i look forward to vang's conviction and i pray for the families of the victims . | Trigger: ['conviction']
2025-04-26 14:41:32.472 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 2 cannot extract event list after 3 attempts. | Text: peterson trial scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['murdering', 'guilty', 'faces']
2025-04-26 14:41:32.473 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 3 cannot extract event list after 3 attempts. | Text: after killing her , he dumped her body down the same ditch where he dumped the 17-year-old girl he had previously been convicted of murdering . | Trigger: ['killing', 'murdering', 'convicted']
2025-04-26 14:41:32.477 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB01C0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: in last year's trial , the paper was convicted of defaming the government for publishing that trains running to and from southern sudan were used to transport abducted women and children . | Trigger: ['convicted', 'trial', 'transport']
2025-04-26 14:41:32.481 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB32E0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: criminal trials / peterson scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['found', 'murdering', 'trials / peterson', 'unborn']
2025-04-26 14:41:32.485 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B184F0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: seven people convicted last week in vietnam's biggest-ever criminal trial , including two former senior government officials , have requested an appeal of the verdicts , a court official said tuesday . | Trigger: ['convicted', 'appeal', 'trial']
2025-04-26 14:41:32.489 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5B19B10>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: and-- so it's kind of up in the air now-- because he-- i believe he got first degree murder and-- um and then got manslaughter on the baby . | Trigger: ['got', 'got']
2025-04-26 14:41:32.491 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF67A7550>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: feminists have a reason to celebrate today as an appeals court just threw out the convictions of their martyr , andrea yates , by ruling that one of the prosecutor's expert witnesses gave false testimony at her trial . | Trigger: ['convictions', 'appeals', 'trial']
2025-04-26 14:41:32.493 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB1CF0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: in last year's trial , the paper was convicted of defaming the government for publishing that trains running to and from southern sudan were used to transport abducted women and children . | Trigger: ['convicted', 'trial', 'transport']
2025-04-26 14:41:32.499 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB3490>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: criminal trials / peterson scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['found', 'murdering', 'trials / peterson', 'unborn']
